14.90161 11.95822 18.87654
22.92726 -17.66699 -18.20244
15.64248 22.8309 -19.99333
15.0387 4.011803 19.90339
20.40674 -15.94898 -0.5882435
-23.05416 0.2786674 -15.41887
28.97563 -9.308384 2.185863
-23.49426 18.11135 16.43935
25.76129 19.59479 -4.178915
-6.485424 20.54162 28.84795
-11.49386 6.315163 20.24783
20.07272 -28.13595 14.59825
10.37791 22.17024 15.91972
-16.50416 -4.720303 -21.90369
-27.20591 2.136147 -0.3359909
29.41885 8.589893 4.467808
-3.39546 -6.095926 9.119812
-9.922905 -21.32613 21.14343
-10.20381 18.53264 17.81538
-8.030781 -18.72728 1.631294
-22.6841 21.54657 4.45224
-19.56907 19.78082 17.86292
-5.315451 15.40327 9.79229
-8.741642 -2.485149 -5.084486
-22.74751 13.48812 -18.79811
29.65446 29.34456 -22.23634
26.38469 16.96767 -27.31713
-16.23614 3.00584 25.56254
22.07458 -6.868959 27.65151
27.51043 2.984669 -0.1958752
23.70285 -12.40788 -21.2336
6.976192 -24.91074 16.52805
20.43769 15.31768 11.60169
9.345329 -19.57698 -11.22693
-7.985102 9.101063 6.431438
10.84444 29.36869 -18.98656
16.29116 10.70169 3.354198
-9.00947 29.79268 -21.3827
17.35017 17.48005 27.45279
12.05246 0.2964764 29.17528
14.5051 20.3343 -22.53474
-24.14369 -6.204786 17.70062
2.125175 2.160526 13.77353
-5.116985 12.50454 23.38497
-10.64785 19.07491 25.79693
4.91927 -25.70333 -16.56246
-5.698139 -8.905563 -2.147219
15.95669 -17.02102 4.91674
24.99636 -17.02946 -25.41903
14.09805 -20.37292 -14.33184
-22.07409 -5.748293 -23.45197
-27.68774 -25.48289 9.033203
24.52898 29.40789 -26.46892
2.610458 -20.34502 16.34032
-6.42938 2.031963 -26.05128
-28.21854 12.89601 -15.26703
2.264919 -21.00047 24.10398
-10.04469 -11.00036 -23.36841
-14.45468 -14.09815 -19.70449
-5.660501 2.130577 21.75549
-12.53425 21.98431 6.435715
-20.75183 3.493973 -10.93809
-28.68431 7.219837 8.283543
-22.09656 7.301987 -11.9626
18.5935 13.917 7.834984
-6.669411 -13.6791 -15.28502
18.74788 6.670677 -0.9491577
4.884663 -5.381311 -18.81082
14.32112 -13.88642 -6.667719
6.098049 -5.849274 -3.496363
-13.06288 24.91517 -19.63554
-1.173777 -23.55212 0.7975388
11.95436 17.94594 -15.79574
19.0623 -2.924307 24.138
23.70924 18.95242 -5.81749
-28.69349 7.020851 -19.99881
-6.018435 1.372364 -22.42446
-11.9889 -19.95314 22.03529
17.2632 19.99983 14.91793
-11.02208 14.34291 -17.84349
-27.89085 -10.32607 -22.29655
25.1891 -15.74846 21.46596
-8.709814 18.86002 21.18971
26.63812 -10.91817 -18.76547
-2.200439 -6.093483 7.806286
14.86081 -9.108019 25.13843
28.41959 -28.02216 -4.032505
-29.93552 2.906052 1.910269
-25.18388 9.891617 -28.22998
-16.03509 -12.12031 6.263004
-5.596025 -24.96337 -6.334238
-7.718136 1.875927 8.205734
-6.786919 21.37367 25.32492
-4.280334 12.25647 -28.0507
0.1853085 -20.82209 26.24314
-18.19342 5.290668 3.159904
19.05025 28.57736 -13.33572
-11.06681 15.84859 -4.706018
16.69124 29.90936 14.34909
3.371372 -15.30906 9.996559
25.03123 -20.00068 21.79762
-26.37164 24.82452 24.71355
-27.8024 -8.861177 -19.2059
6.985596 27.94526 -23.99812
22.69066 -8.099785 18.85155
25.90683 -19.90876 4.976608
8.292099 4.966106 -13.99693
-13.32778 23.27258 26.42708
-16.08207 -9.861902 -2.988098
-4.444706 -5.034063 -29.079
5.650146 7.61549 -21.41641
-13.97292 9.812031 4.715351
-9.255606 9.217476 22.38696
26.94033 -3.524494 29.7733
-17.3348 28.89386 15.94988
18.54395 -26.87601 0.1932449
11.80114 17.36749 24.91174
-18.91521 -29.1283 -18.08262
18.60843 6.030045 -27.89648
16.61726 -2.740892 26.68176
-4.9503 -11.24861 18.18039
-16.98759 11.06667 -4.230724
-21.10088 29.13503 4.887493
18.26278 -19.87494 13.5053
8.732071 -6.676863 -2.281422
9.084431 -21.68705 1.13063
-29.93064 15.41573 -13.33479
-2.217672 -8.099499 14.38286
28.01762 24.16154 26.42461
16.7606 15.32508 -28.98571
-28.8463 6.591446 -5.620579
23.04885 -25.83915 18.22223
20.38896 10.14961 25.72784
-26.6487 27.73027 5.173519
0.03444672 -27.89389 24.22411
13.07962 -27.95018 14.57939
29.25813 -22.17849 -19.84987
-21.67345 7.072216 -19.77282
29.75185 25.3224 11.00647
-16.82393 -2.04039 7.162029
3.88184 -27.96185 -18.85183
5.401993 2.937893 19.59006
-0.796854 -22.22836 -18.12262
24.62623 11.25563 -26.46487
2.342331 29.4134 19.36336
11.86835 -23.3345 27.82726
13.17019 14.37962 3.728378
-15.85653 16.78089 14.2751
22.95314 -22.4628 -20.25536
1.77862 -9.590336 5.831894
-29.23927 -15.96001 10.95685
-11.99716 -3.711403 27.92503
14.79103 -28.52366 -28.39883
-20.34015 -16.82497 -14.15566
-23.73438 6.413658 11.43033
-6.476902 -5.200525 -0.6802521
18.74427 -8.512022 16.97498
-23.66502 -8.170612 28.09553
21.30543 16.69998 -16.29739
16.76189 -14.35048 13.39959
23.09558 -22.84553 29.10982
22.45913 -6.708578 8.082027
9.810745 -10.18963 1.621817
13.48454 17.30408 24.83766
25.81042 -8.97831 -16.74445
-20.15481 -8.083519 -4.154074
-3.435833 19.3539 9.417049
25.06855 -1.156797 -6.59432
-11.82826 28.9887 6.073105
-3.683985 14.6763 -9.576481
-21.75538 26.80281 -29.43229
22.05358 -28.97315 17.22128
-28.28199 -12.38581 -19.98642
7.447769 -25.42554 -17.5549
16.67981 12.28247 20.75641
4.060337 -12.97241 29.37694
-10.68388 -18.76004 -19.72764
-0.1499958 -3.337906 -5.515211
18.20381 -26.19152 13.65203
-17.73074 -11.22284 -9.983
-28.37138 17.07176 -29.68332
18.96453 -12.15152 -5.391111
0.2721004 15.06576 -12.05797
16.41965 18.5481 -28.08215
28.62438 1.023506 10.45323
6.53772 -8.52058 29.37235
-20.05725 -16.65243 1.2376
17.36865 22.51148 -2.571795
12.8727 13.30881 27.46788
-28.75183 -29.95246 14.94021
4.130547 -21.839 -19.17221
5.968281 20.46328 26.57771
23.7073 -6.661034 -6.97776
-16.05871 -2.028631 12.44961
-10.54718 7.767357 21.41537
19.51772 14.36066 6.277794
-6.213518 19.88785 -21.70446
16.01699 -2.878744 0.8324146
14.58628 -16.79614 29.68347
